title,release_year,language,overview,vote_average,vote_count,popularity
Miss Americana,2020.0,Amerikanisch,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",7.914,582.0,19.896
The Layover,2017.0,Amerikanisch,"When their plane is rerouted due to a hurricane warning, two single female best friends find themselves competing for the same guy during an extended layover in St. Louis.",5.38,685.0,14.33
The Mother,2023.0,Amerikanisch,"A deadly female assassin comes out of hiding to protect the daughter that she gave up years before, while on the run from dangerous men.",6.66,1227.0,28.983
Kill 'em All,2017.0,Amerikanisch,"After a massive shootout, a mysterious stranger arrives at a local hospital on the brink of death. Then, a foreign gang brazenly comes to the hospital to hunt him down. His nurse, the sole surviving witness to the follow-up shootout, must face an FBI interrogation that unlocks a plot of international intrigue and revenge.",5.5,138.0,107.4
The Unforgivable,2021.0,Amerikanisch,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,7.446,1788.0,21.057
Creed,2015.0,Amerikanisch,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",7.411,7351.0,42.364
Oracle,2023.0,Amerikanisch,"A young woman accepts a job on a property with a traumatic history. Upon her arrival, she soon realizes that the nightmares of her childhood are connected to the evil in the house.",6.594,90.0,19.624
The Unbearable Weight of Massive Talent,2022.0,Amerikanisch,"Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",6.782,1949.0,29.746
Honor Society,2022.0,Amerikanisch,"Honor is an ambitious high school senior whose sole focus is getting into Harvard, assuming she can first score the coveted recommendation from her guidance counselor, Mr. Calvin. Willing to do whatever it takes, Honor concocts a Machiavellian-like plan to take down her top three student competitors, until things take a turn when she unexpectedly falls for her biggest competition, Michael.",7.557,368.0,27.443
Mortal Kombat Legends: Battle of the Realms,2021.0,Amerikanisch,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",7.623,426.0,37.912
Sonic the Hedgehog,2020.0,Amerikanisch,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",7.32,9413.0,75.042
The French Dispatch,2021.0,Amerikanisch,"The staff of an American magazine based in France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",7.051,2538.0,23.247
Gabriel's Inferno,2020.0,Amerikanisch,"An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.",8.416,2408.0,13.225
Me Before You,2016.0,Amerikanisch,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",7.932,12271.0,137.223
Bohemian Rhapsody,2018.0,Amerikanisch,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",7.987,16740.0,41.583
Avengers: Infinity War,2018.0,Amerikanisch,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",8.246,29492.0,253.746
Orphan: First Kill,2022.0,Amerikanisch,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",6.644,2068.0,31.619
The Man from Toronto,2022.0,Amerikanisch,"In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at a rental cabin.",6.514,358.0,19.875
Minecraft: Into the Nether,2015.0,Amerikanisch,"Minecraft. The game that took the world by storm. Follow the story of how the Minecraft phenomenon has ploughed through the 21st century selling over 54 million copies worldwide on a multitude of platforms engaging an audience in the millions which is still continuing to grow. The game boasts the biggest digital world in gaming history with a fan base stretching to every corner of the globe. Youtube viewing numbers have grown and online participation has tripled over the last few years creating a new industry for enthusiastic gamers. Vast communities have been brought together through it's educational impact, YouTube celebrities, festivals and game events pushing the boundaries of technology and creativity to the limits.",7.9,7.0,18.773
Cat Pack: A PAW Patrol Exclusive Event,2022.0,Amerikanisch,"When Mayor Humdinger transforms his robot cat Meow-Meow into a tiger-sized metal-eating menace, the PAW Patrol calls in the Cat Pack for help in the stopping the creature.",7.4,76.0,18.357
Wonder Park,2019.0,Amerikanisch,"A young girl named June with a big imagination makes an incredible discovery -- the amusement park of her dreams has come to life. Filled with the world's wildest rides operated by fun-loving animals, the excitement never ends. But when trouble hits, June and her misfit team of furry friends begin an unforgettable journey to save the park.",6.5,687.0,23.792
Skyscraper,2018.0,Amerikanisch,"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building.",6.317,4914.0,29.56
Leo,2023.0,Amerikanisch,"Jaded 74-year-old lizard Leo has been stuck in the same Florida classroom for decades with his terrarium-mate turtle. When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students — including an impossibly mean substitute teacher.",7.5,1128.0,79.062
Skinamarink,2023.0,Amerikanisch,"Two children wake up in the middle of the night to find their father is missing, and all the windows and doors in their home have vanished.",5.41,255.0,17.082
The Wolf and the Lion,2021.0,Amerikanisch,"After her grandfather's death, 20-year-old Alma decides to go back to her childhood home - a little island in the heart of the majestic Canadian forest. Whilst there, she rescues two helpless cubs: a wolf and a lion. They forge an inseparable bond, but their world soon collapses as the forest ranger discovers the animals and takes them away. The two cub brothers must now embark on a treacherous journey across Canada to be reunited with one another and Alma once more.",7.5,390.0,16.982
Priscilla,2023.0,Amerikanisch,"When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",6.844,717.0,30.035
Desperation Road,2023.0,Amerikanisch,"Ex-con Russell Gaines is attempting to rebuild his life with the help of his father, Mitchell. However, the arrival of Maben sends his new life into chaos, leading the pair to go on the run - as their violent pasts catch up to them, the pair must learn to trust each other if they hope to live out the rest of their days.",6.633,90.0,23.665
Dark Phoenix,2019.0,Amerikanisch,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",5.983,6439.0,43.221
Winnie the Pooh: Blood and Honey,2023.0,Amerikanisch,"Christopher Robin is headed off to college and he has abandoned his old friends, Pooh and Piglet, which then leads to the duo embracing their inner monsters.",5.067,1319.0,34.326
Freaky,2020.0,Amerikanisch,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",6.567,1590.0,15.427
Isle of Dogs,2018.0,Amerikanisch,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island used as a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",7.852,4823.0,51.344
Patient Zero,2018.0,Amerikanisch,"After an unprecedented global pandemic has turned the majority of humankind into violent infected beings, Morgan, a man gifted with the ability to speak the infected's new language, leads the last survivors on a hunt for patient zero and a cure.",5.251,360.0,12.467
Hitman's Wife's Bodyguard,2021.0,Amerikanisch,"The world’s most lethal odd couple – bodyguard Michael Bryce and hitman Darius Kincaid – are back on another life-threatening mission. Still unlicensed and under scrutiny, Bryce is forced into action by Darius's even more volatile wife, the infamous international con artist Sonia Kincaid. As Bryce is driven over the edge by his two most dangerous protectees, the trio get in over their heads in a global plot and soon find that they are all that stand between Europe and a vengeful and powerful madman.",6.687,2233.0,35.218
Alien: Covenant - Prologue: The Crossing,2017.0,Amerikanisch,"Aboard a hijacked Engineer vessel, Dr. Shaw repairs David as they make their way to the home-world of the Engineers, whom Shaw believes are humanity’s creators.  'The Crossing' is an official prologue short to 'Alien: Covenant', revealing what happened to crew members Dr. Elizabeth Shaw and the synthetic David after the events of 'Prometheus'.",6.369,137.0,19.304
Alien Invasion,2023.0,Amerikanisch,"A group of friends find a large egg, but little do they know it contains an unwelcome predator. Now they must stop it from reaching civilization.",5.552,87.0,28.233
Star Wars: The Force Awakens,2015.0,Amerikanisch,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",7.275,19205.0,84.636
Foxtrot Six,2019.0,Amerikanisch,"Escalating climate change is turning the world economy upside down. With crops dying and food price spiking, FOOD has replaced oil as the world's most valuable commodity.  Among the very few lands still left fertile, Indonesia is quickly rising as the next economic superpower, when its government is suddenly and ruthlessly overtaken by a popular rogue political party.  In just three days, six former Marines must work together, find their long-lost brotherhood, stop a nationwide government- sanctioned genocide, and save millions of lives, for one last shot at redemption. Or die trying.",6.143,42.0,22.931
Freaky,2020.0,Amerikanisch,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",6.567,1590.0,15.427
The Kissing Booth 2,2020.0,Amerikanisch,"With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",7.648,4958.0,33.744
Halloween Kills,2021.0,Amerikanisch,"Michael manages to free himself from Laurie Strode's trap to resume his ritual bloodbath. As she fights for her life from injuries from their last encounter, she inspires her daughter Karen, her granddaughter Allyson, and all of Haddonfield to rise up against the unstoppable monster.",6.444,2616.0,28.621
Haunting of the Queen Mary,2023.0,Amerikanisch,"When photographers Erin and Patrick are brought aboard the ship with their young son Lukas, they unleash a series of events that entwines their family with the ship’s dark past. As the terror unfolds around them they begin to realise there is more to this sumptuous ocean liner than meets the eye: its remarkable legacy masking violent secrets.",5.163,144.0,18.757
Waves,2019.0,Amerikanisch,A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,7.4,667.0,36.252
The Deep House,2021.0,Amerikanisch,"While diving in a remote French lake, a couple of YouTubers who specialise in underwater exploration videos discover a house submerged in the deep waters. What was initially a unique finding soon turns into a nightmare when they discover that the house was the scene of atrocious crimes. Trapped, with their oxygen reserves falling dangerously, they realise the worst is yet to come: they are not alone in the house.",6.051,964.0,19.081
The Ice Road,2021.0,Amerikanisch,"After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",6.825,1654.0,27.415
Minions: The Rise of Gru,2022.0,Amerikanisch,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",7.325,3549.0,81.543
Renaissance: A Film by Beyoncé,2023.0,Amerikanisch,"Accentuates the journey of Renaissance World Tour, from its inception, to the opening in Stockholm, Sweden, to the finale in Kansas City, Missouri. It is about Beyoncé’s intention, hard work, involvement in every aspect of the production, her creative mind and purpose to create her legacy, and master her craft. Received with extraordinary acclaim, Beyoncé’s Renaissance World Tour created a sanctuary for freedom, and shared joy, for more than 2.7 million fans.",8.611,27.0,21.11
Where the Crawdads Sing,2022.0,Amerikanisch,"Abandoned by her family, Kya raises herself all alone in the marshes outside of her small town. When her former boyfriend is found dead, Kya is instantly branded by the local townspeople and law enforcement as the prime suspect for his murder.",7.551,1729.0,26.008
"The Good, the Bart, and the Loki",2021.0,Amerikanisch,Loki is banished from Asgard once again and must face his toughest opponents yet: the Simpsons and Springfield’s mightiest heroes. The God of Mischief teams up with Bart Simpson in the ultimate crossover event paying tribute to the Marvel Cinematic Universe of superheroes and villains.,7.272,657.0,24.118
Shang-Chi and the Legend of the Ten Rings,2021.0,Amerikanisch,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,7.5,9269.0,104.653
Terrifier,2018.0,Amerikanisch,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.,6.4,2043.0,100.53
El Camino: A Breaking Bad Movie,2019.0,Amerikanisch,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",6.96,4825.0,34.512
Secret Obsession,2019.0,Amerikanisch,"Newlywed Jennifer is brutally attacked at a dark rest stop. While healing from her injuries, she can’t recall anything from her past, including the ordeal. Her husband, Russell , is just thankful she’s alive and eager to get her home. As he reintroduces her to their secluded mountain estate, Detective Page  pursues Jennifer’s assailant — his own daughter went missing and was never found. The same fate now awaits Jennifer, unless someone realizes that her loving caretaker is actually her captor.",5.5,1075.0,14.442
Extraction,2020.0,Amerikanisch,A hardened gun-for-hire's latest mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.,7.328,5977.0,78.309
The Christmas Chronicles,2018.0,Amerikanisch,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",7.151,2110.0,12.815
All Eyez on Me,2017.0,Amerikanisch,"All Eyez on Me chronicles the life and legacy of Tupac Shakur, including his rise to superstardom as a hip-hop artist, actor, poet and activist, as well as his imprisonment and prolific, controversial time at Death Row Records. Against insurmountable odds, Tupac rose to become a cultural icon whose career and persona both continue to grow long after his passing.",6.702,1150.0,19.259
Blackout,2022.0,Amerikanisch,"A man wakes in a hospital with no memory, and quickly finds himself on the run in a locked down hospital with the Cartel on his tail.",5.148,145.0,14.621
Licorice Pizza,2021.0,Amerikanisch,"The story of Gary Valentine and Alana Kane growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",6.978,2192.0,19.566
Pig,2021.0,Amerikanisch,A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,6.651,1369.0,14.089
1917,2019.0,Amerikanisch,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",8.0,12244.0,50.88
Aristotle and Dante Discover the Secrets of the Universe,2023.0,Amerikanisch,"Two teenage Mexican-American loners in 1987 El Paso explore a new, unusual friendship and the difficult road to self-discovery.",7.5,38.0,13.285
Widows,2018.0,Amerikanisch,"A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows have nothing in common except a debt left behind by their spouses' criminal activities. Hoping to forge a future on their own terms, they join forces to pull off a heist.",6.497,2269.0,38.613
Bodies Bodies Bodies,2022.0,Amerikanisch,"In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events.",6.243,1083.0,21.056
Mercy,2023.0,Amerikanisch,"An ex-military doctor finds herself in a deadly battle for survival when the Irish mafia seize control of the hospital at which she works. When her son is taken hostage, she is forced to rely upon her battle-hardened past and lethal skills after realizing there’s no one left to save the day but her.",6.297,70.0,44.28
Fantastic Beasts: The Crimes of Grindelwald,2018.0,Amerikanisch,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",6.856,10712.0,31.122
The Black Book,2023.0,Amerikanisch,"After his son is wrongly accused of kidnapping, a deacon who has just lost his wife takes matters into his own hands and fights a crooked police gang to clear him.",6.7,78.0,16.249
Stephen Curry: Underrated,2023.0,Amerikanisch,"The remarkable coming-of-age story of Stephen Curry—one of the most influential, dynamic, and unexpected players in basketball history—and his rise from an undersized college player to a four-time NBA champion.",7.7,77.0,17.454
"Extremely Wicked, Shockingly Evil and Vile",2019.0,Amerikanisch,"A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years.",7.011,3300.0,30.28
Deadpool: No Good Deed,2017.0,Amerikanisch,"Deadpool sees an opportunity to save the day, but it doesn't go entirely as planned.",7.157,496.0,42.255
Focus,2015.0,Amerikanisch,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",6.878,7710.0,27.669
The New Mutants,2020.0,Amerikanisch,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",6.108,3365.0,29.648
Togo,2019.0,Amerikanisch,"The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo.",8.153,1983.0,26.574
Extraction,2020.0,Amerikanisch,A hardened gun-for-hire's latest mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.,7.328,5977.0,78.309
Blue Beetle,2023.0,Amerikanisch,"Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",6.757,2544.0,79.685
Muzzle,2023.0,Amerikanisch,"LAPD K-9 officer Jake Rosser has just witnessed the shocking murder of his dedicated partner by a mysterious assailant. As he investigates the shooter’s identity, he uncovers a vast conspiracy that has a choke-hold on the city in this thrilling journey through the tangled streets of Los Angeles and the corrupt bureaucracy of the LAPD.",6.413,249.0,57.595
After Ever Happy,2022.0,Amerikanisch,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",6.805,1202.0,68.773
The Girl on the Train,2016.0,Amerikanisch,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",6.439,5638.0,22.967
Playing with Dolls,2015.0,Amerikanisch,A serial killer is purposely released from an asylum for the criminally insane so that he can continue his rampage.,3.2,28.0,13.766
Kickboxer: Retaliation,2018.0,Amerikanisch,"One year after the events of ""Kickboxer: Vengeance"", Kurt Sloan has vowed never to return to Thailand. However, while gearing up for a MMA title shot, he finds himself sedated and forced back into Thailand, this time in prison. He is there because the ones responsible want him to face a 6'8"" 400 lbs. beast named Mongkut and in return for the fight, Kurt will get two million dollars and his freedom back. Kurt at first refuses, in which a bounty is placed on his head as a way to force him to face Mongkut. Kurt soon learns he will have no other choice and will undergo his most rigorous training yet under some unexpected mentors in order to face Mongkut in hopes to regain his freedom.",5.4,287.0,15.436
Terrifier,2018.0,Amerikanisch,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.,6.4,2043.0,100.53
The Lego Movie 2: The Second Part,2019.0,Amerikanisch,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",6.68,2160.0,21.267
The Commuter,2018.0,Amerikanisch,"A businessman, on his daily commute home, gets unwittingly caught up in a criminal conspiracy that threatens not only his life but the lives of those around him.",6.361,4323.0,32.841
Nocturnal Animals,2016.0,Amerikanisch,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",7.429,7649.0,32.596
Shotgun Wedding,2022.0,Amerikanisch,"Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning. Now, Darcy and Tom must save their loved ones—if they don’t kill each other first.",6.3,1142.0,24.611
The Pilgrim's Progress,2019.0,Amerikanisch,"An epic journey, faithfully adapted to modern-day. Christian faces distractions, challenges, and perils at every turn of the way. But ends victorious, with helpful guides, as he stays on the narrow path to the distant Celestial City.",7.587,92.0,20.576
One Day as a Lion,2023.0,Amerikanisch,"Jackie Powers will stop at nothing to prevent his son from following him into a life of crime. With his mob employer in pursuit, a chance encounter at a roadside diner charts a new path.",5.677,127.0,17.496
The Contractor,2022.0,Amerikanisch,"After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.",6.361,876.0,26.521
Unwelcome,2023.0,Amerikanisch,"Londoners Maya and Jamie escape their urban nightmare to the tranquility of rural Ireland only to discover malevolent, murderous goblins lurking in the gnarled, ancient wood at the foot of their new garden. When heavily pregnant Maya’s relationship with a local family turns sour, who – or what – will come to her rescue and to what extremes will she go to protect her unborn child?",5.856,139.0,11.788
Gerald's Game,2017.0,Amerikanisch,"When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.",6.398,3594.0,37.164
Death Alley,2021.0,Amerikanisch,"In 1892, the Dalton Gang set out to become the most famous outlaws in America. That dream would become a nightmare.",5.318,33.0,26.332
Justice League: Throne of Atlantis,2015.0,Amerikanisch,"After the events of Justice League: War, Ocean Master and Black Manta have declared a war against the surface in retaliation of the aftermath of Apokoliptian-tyrant Darkseid's planetary invasion. Queen Atlanna seeks out her other son, Ocean Master’s half-brother Arthur Curry, a half-human with aquatic powers with no knowledge of his Atlantean heritage, to restore balance.  Living with powers he doesn’t understand and seeing the danger around him, Curry takes steps to embrace his destiny, joining the Justice League, and with his new teammates he battles to save Earth from total destruction.",7.001,904.0,19.93
Richard the Stork and the Mystery of the Great Jewel,2023.0,Amerikanisch,"Richard, a sparrow adopted by a stork family, is wintering at the Great Lake in Northern Africa. When he realises that he won’t be the one to lead his flock back North, Richard decides to travel on his own and crosses paths with Samia and her sparrow flock, who are being held captive by evil marabous under the control of greedy peacock Zamano. The only chance of freedom for the sparrows is to solve a riddle and find the Great Jewel, which will call upon teamwork, trust and most of all- spork (sparrow + stork) skills.",6.8,8.0,28.822
